storyID,times_tweeted_about900779460,4
961283756,1
548976621,9
8021262180,19
3771181567,25
429343808,2
448939770,13
5521432613,1
883921250,2
284607188,5
341284159,4
6971137153,2
9851093106,1
731668409,7
1091401521,3
3741049500,3
348650369,1
3771110865,4
9601021157,4
280326762,1
6081285418,5
773807903,8
6481194123,6
579832822,10
8381225301,11
1951191914,3
6281104543,8
868999950,3
9181303763,7
2691180636,3
538966434,7
140846662,2
348675915,9
313535649,2
1731254539,6
424876288,14
942494604,17
781893945,4
227434242,17
323528839,18
5601309129,6
132691560,5
2441041776,3
8251190546,9
3571040642,21
159686303,5
7441342406,1
5831261923,9
449721305,3
147909124,12
131443168,14
186854649,19
413912219,6
261532991,9
3331256708,1
567271687,1
152707584,1
448799713,1
816785209,4
738739579,4
664452594,1
205301584,4
3301307335,6
6441359877,1
125711301,5
4601030579,1
3151097464,2
131871340,4
593993602,7
2901228881,5
242805349,7
1581348343,2
9871042182,46
525670339,2
190473146,2
502590119,4
6101391130,2
746275500,2
555617711,3
813622333,2
955645167,3
4091283718,16
2581297669,6
616337815,5
236609297,12
5071416819,2
832910736,4
7651063785,18
8701316574,21
345894739,5
6441060307,5
6141308958,9
532708620,11
9761124664,4
3941207982,8
363329423,2
636979625,1
945573148,1
2961082248,8
186981519,1
582457493,6
381873226,2
5091099625,4
1241264386,4
991629425,5
7311276930,9
966531296,7
462776628,3
3911352263,3
634572150,3
9101351936,14
7991119764,11
2181064542,17
1101160992,9
320640969,6
1801131186,5
277838825,2
4411141645,3
3791275633,11
339456856,1
2551367700,1
5251089401,9
643448832,2
497576162,5
6451159943,2
7621073779,14
559902206,8
572774378,2
487899999,5
489616285,2
4841101231,4
323802689,20
681814133,12
877464830,2
5151157930,8
174638191,14
9471197686,12
6611196295,6
294340722,9
3971000153,1
4171202646,4
840897785,13
3491122503,1
366952536,7
130363702,2
3111206444,1
414602265,6
6331166364,5
3811107423,4
452697862,2
151421537,1
155892608,18
449794368,4
9301067408,2
5541371181,5
6801174682,3
3681215884,10
2181068406,2
9171164536,5
655442648,9
488830365,8
681395407,1
163984321,7
675737534,1
368669340,6
4471005276,1
117190540,2
469907255,6
802600700,1
593678448,2
387579805,6
9511162912,8
7641344150,15
482567276,6
805815860,13
948790859,1
732544619,8
8981294705,1
7561117219,4
957307910,7
930507189,1
8371221296,2
898466411,2
433373690,8
6411226434,5
9251362850,7
268334806,2
9211343643,7
5851211880,2
368919273,3
7561244475,4
6891377835,1
9151345423,8
5191199769,8
4371051804,1
443367964,2
5261406320,3
687628922,2
832618165,4
593492412,8
9591048621,1
1601395340,1
495545783,1
697432856,2
812639426,7
1911447200,1
129435454,7
991925211,6
853929582,1
265510982,1
293988581,5
348844669,4
201674752,9
1021427766,1
614391652,6
655486780,2
477651409,4
1121341533,6
3011208818,1
3461295822,2
267330300,2
357578800,11
176370911,2
782947185,22
8091298917,3
6501369152,2
295811690,1
721310428,4
5261047413,11
804985321,6
1791103898,4
439474398,3
4251092648,27
639546907,13
171704370,2
472472177,14
6851392731,4
9031282968,13
100944585,1
721895615,6
812975985,7
956882521,2
131569186,5
519231972,4
447824655,1
269825728,13
2471171631,4
5671331212,2
253665880,5
1321379235,3
5731267571,21
875529390,18
7791112153,15
341701854,5
128136504,1
432493310,12
716563555,12
817603110,11
1011247508,4
9491237221,9
2011273120,6
8951128782,2
3651214687,7
456437157,14
6411066920,4
641644394,7
106513170,4
737589643,2
455499898,5
277918876,10
945955552,1
2801235986,3
3031279483,12
8361204761,3
898630822,2
8301335743,5
484821672,5
3721370822,1
6621148714,1
913793714,1
9691358304,9
