storyID,times_tweeted_about900779460,4
906673898,3
747382596,2
756303805,4
120362941,1
241998351,4
384333261,2
256383906,4
910913296,4
6481127759,10
2471216903,3
5251195721,10
5931373766,1
132666147,2
485436494,13
3491139254,9
9381090457,2
837431616,2
936813403,7
160715595,1
5381054553,1
2261001836,1
6401080841,2
592680206,7
2581424279,1
365601789,3
989342175,10
852667702,2
6351259659,1
5651330329,10
400583401,1
474789348,17
221716833,1
2981138236,1
408828994,4
964438945,1
485905725,6
4071205491,1
2781152559,2
188967884,5
325646614,7
1181376998,3
3991299972,9
688495938,1
799649160,3
366800199,6
190816579,53
670859395,1
3671289681,7
354908276,5
6781268418,29
2101059873,11
498989151,16
3971115987,1
7371058705,6
7661019947,12
421454563,1
327757258,1
824660582,8
732852332,19
460819792,11
470565783,6
2531236600,16
207610726,1
684890843,15
924795372,1
446935810,3
431468185,1
903482210,6
325341412,9
141948244,2
3711281358,1
2801223509,6
191888184,1
961964277,11
629338214,8
3051429728,1
228344336,14
7181007439,5
5081349527,5
4291010951,7
8211121472,9
701526175,3
8231029693,34
663940807,3
760804540,5
4911411930,2
712560884,1
5461147179,1
3991393206,4
6611310995,12
8501184157,2
6031130807,1
271387142,6
8411192345,12
878598393,8
4371464537,1
453904668,1
304923861,1
644593574,5
948869863,5
653841923,6
4651318812,1
345574369,1
119839549,3
2191025960,2
483501399,2
479597934,3
8171378310,9
8241039697,1
3901218867,6
3061364447,3
493734679,1
443623675,2
6811271489,4
4601135198,3
5711242160,1
635471587,14
2541291786,7
5291035893,6
677653900,3
345483115,4
238511379,3
722797242,2
7951213214,4
944827252,15
268384732,6
5131239230,17
5081238399,2
988250809,1
8601305894,2
1971249944,2
781754897,2
9291296558,2
394339436,4
477599573,10
3161251337,5
774903726,1
6551062352,2
2971404233,1
4831057579,10
2241098100,4
5331020918,11
2851245311,17
1211172585,1
811717417,6
8201293404,1
487991499,15
4001003439,1
435861364,4
113885811,5
661936786,14
8501356328,2
114549713,1
7081398170,1
660727163,3
7391284174,1
585514587,4
3341083151,1
835557702,9
915960396,2
276898639,2
405962536,2
6831193826,9
3511353636,2
2981334694,4
7811248759,13
174718131,9
284282902,1
8281346356,38
9361372751,4
537654708,3
390692476,15
395211129,1
318851454,10
860874539,11
747536990,6
992943858,1
1031074455,1
9891151419,3
976845929,2
2001329271,4
990509236,12
2451384510,1
862484168,10
6131415509,2
671575624,1
5111266657,17
882313823,1
6201354378,1
565834796,5
4471091166,16
772693157,8
741942296,3
8661246191,1
8071420930,3
1491133308,5
920537144,9
656554476,1
8781153712,20
959769711,9
5261286863,3
3911263100,27
457500342,2
565837237,1
262729690,2
7321319452,1
507619261,2
7841015930,12
6691140623,1
861405433,7
824657640,1
725887884,8
4541253975,2
536917827,1
445659677,4
7911363649,9
994672192,7
2931333218,7
2191388952,5
1091243197,4
7771229726,9
245687278,9
523822204,23
4621002239,1
923508292,1
3251018569,1
3341321770,3
1501232634,6
527932195,21
819440864,4
9841185677,4
2941038179,17
579566724,6
575796426,4
4421125761,7
4661336511,3
7171400497,5
8991220611,5
518978191,11
2181027300,11
599826954,7
5051269393,4
914319394,3
535631531,2
685817619,17
5351136853,4
825278440,4
259990178,6
3611332348,1
4621402464,2
1411412734,2
256671348,11
6191210916,1
8691403358,2
4161165530,10
314857812,1
5271109922,2
2701461461,1
476849482,3
3571278805,4
141613947,1
1911173860,3
3351250928,3
715930790,1
7651209263,3
679877895,10
4881270967,34
4131163483,13
7701031888,4
105648945,4
746974770,15
283525463,4
489496275,5
878835840,5
7781170412,10
2961187461,1
7551081130,3
716946518,1
6871032876,11
258521452,1
9011272268,2
7451070859,1
1631150567,2
7661134533,3
5081132518,12
569840407,2
217922495,2
421371158,2
468768274,1
254300507,4
8781320799,1
905394684,2
903312592,8
825758558,10
6431306691,5
366249911,2
6661347918,1
2231340574,3
412459659,1
9541075402,3
5581300504,24
984767780,4
2761222898,8
977906796,4
6411154141,2
5961004899,2
3591233827,6
692886519,2
511959890,2
9521177854,13
8921361878,2
3691069568,3
114695903,2
2461182702,5
739465939,14
9241111820,1
8281280409,7
6921026602,2
868972335,1
835766384,1
4781158362,4
494272393,3
293833193,5
330924137,2
958842434,2
4231198553,9
493963894,2
9911201671,28

